epoch,step,test/rmse,train/loss,val/rmse,val_loss
0,49,,0.006831142120063305,,
0,99,,0.006449960637837648,,
0,149,,0.0060363644734025,,
0,199,,0.006066329777240753,,
0,249,,0.005486729089170694,,
0,299,,0.00514729181304574,,
0,349,,0.0048574586398899555,,
0,399,,0.005336680915206671,,
0,449,,0.005456415005028248,,
0,499,,0.004966991953551769,,
0,549,,0.004591479431837797,,
0,599,,0.005289864260703325,,
0,649,,0.004702898673713207,,
0,699,,0.00482379924505949,,
0,749,,0.004524798598140478,,
0,760,,,0.06878217309713364,0.06878217309713364
1,799,,0.004305070266127586,,
1,849,,0.0046879686415195465,,
1,899,,0.004834104795008898,,
1,949,,0.0043829577043652534,,
1,999,,0.004734380170702934,,
1,1049,,0.004314885009080172,,
1,1099,,0.004377861972898245,,
1,1149,,0.004298085812479258,,
1,1199,,0.004149566404521465,,
1,1249,,0.004873206838965416,,
1,1299,,0.004376792814582586,,
1,1349,,0.004459133371710777,,
1,1399,,0.004256227519363165,,
1,1449,,0.004394644405692816,,
1,1499,,0.004154943395406008,,
1,1521,,,0.06553958356380463,0.06553958356380463
2,1549,,0.004647732712328434,,
2,1599,,0.004378410056233406,,
2,1649,,0.004290968179702759,,
2,1699,,0.0038824928924441338,,
2,1749,,0.004327811300754547,,
2,1799,,0.00387199898250401,,
2,1849,,0.004156902898102999,,
2,1899,,0.003962966147810221,,
2,1949,,0.004193668719381094,,
2,1999,,0.0035805432125926018,,
2,2049,,0.004122294485569,,
2,2099,,0.0037733265198767185,,
2,2149,,0.003990148659795523,,
2,2199,,0.003894083434715867,,
2,2249,,0.003987291362136602,,
2,2282,,,0.061722662299871445,0.061722662299871445
3,2299,,0.003733741817995906,,
3,2349,,0.0036236962769180536,,
3,2399,,0.003922109957784414,,
3,2449,,0.0038681491278111935,,
3,2499,,0.0036005661822855473,,
3,2549,,0.003514560405164957,,
3,2599,,0.0038362881168723106,,
3,2649,,0.004061243962496519,,
3,2699,,0.0037142701912671328,,
3,2749,,0.003333326894789934,,
3,2799,,0.003676982596516609,,
3,2849,,0.003435509279370308,,
3,2899,,0.0035818133037537336,,
3,2949,,0.00362577848136425,,
3,2999,,0.0038349961396306753,,
3,3043,,,0.05959584191441536,0.05959584191441536
4,3049,,0.0035143056884407997,,
4,3099,,0.0037607995327562094,,
4,3149,,0.003461017506197095,,
4,3199,,0.0034524668008089066,,
4,3249,,0.0031582061201334,,
4,3299,,0.00341476546600461,,
4,3349,,0.0031795038376003504,,
4,3399,,0.003596206894144416,,
4,3449,,0.003379286965355277,,
4,3499,,0.003492948831990361,,
4,3549,,0.0031102902721613646,,
4,3599,,0.0033803803380578756,,
4,3649,,0.0034981551580131054,,
4,3699,,0.003576595801860094,,
4,3749,,0.0028600359801203012,,
4,3799,,0.0031149941496551037,,
4,3804,,,0.058387480676174164,0.058387480676174164
5,3805,0.09854502230882645,,,
