epoch,step,train/loss
0,49,0.0073464238084852695
0,99,0.006954464130103588
0,149,0.006714304909110069
0,199,0.006302936933934689
0,249,0.005767903756350279
0,299,0.005779988132417202
0,349,0.006051966920495033
0,399,0.005958680994808674
0,449,0.005766406189650297
0,499,0.0065320804715156555
0,549,0.004664282314479351
