epoch,step,train/loss,val/rmse,val_loss
0,49,2.856866785805323e-06,,
0,99,2.4820326416374883e-06,,
0,149,1.7346699223708129e-06,,
0,199,1.2634737913685967e-06,,
0,249,1.446156602469273e-06,,
0,299,1.5581197203573538e-06,,
0,349,1.1392633041396039e-06,,
0,399,9.413583939021919e-07,,
0,449,1.0973982398354565e-06,,
0,499,1.6298467926390003e-06,,
0,549,9.313469035987509e-07,,
0,599,9.561680371916736e-07,,
0,649,9.286225122195901e-07,,
0,699,8.880105042408104e-07,,
0,749,7.348685926444887e-07,,
0,799,7.962646009218588e-07,,
0,849,7.519023483837373e-07,,
0,899,8.007683049982006e-07,,
0,949,7.741082299617119e-07,,
0,999,6.728959647261945e-07,,
0,1049,1.4664443369838409e-05,,
0,1099,6.437380193347053e-07,,
0,1149,1.2607359849425848e-06,,
0,1199,6.591134251721087e-07,,
0,1249,6.101775511524465e-07,,
0,1282,,0.0009634823072701693,0.0009634823072701693
1,1299,6.192182695485826e-07,,
1,1349,7.819417078280821e-07,,
1,1399,5.548146759792871e-07,,
1,1449,7.347785526690132e-07,,
1,1499,6.385781148310343e-07,,
1,1549,4.768604640048579e-07,,
1,1599,4.4315854097476404e-07,,
1,1649,5.354974064175622e-07,,
1,1699,5.379595791055181e-07,,
1,1749,6.977198836466414e-07,,
1,1799,5.821559625474038e-07,,
1,1849,5.605072033176839e-07,,
1,1899,9.424260269952356e-07,,
1,1949,7.344370374084974e-07,,
1,1999,7.032275561869028e-07,,
1,2049,5.753307164013677e-07,,
1,2099,5.403541081250296e-07,,
1,2149,5.002050329494523e-07,,
1,2199,6.839762818344752e-07,,
1,2249,6.86450334796973e-07,,
1,2299,5.846387693964061e-07,,
1,2349,4.0634907350067806e-07,,
1,2399,3.7035164268672816e-07,,
1,2449,5.430266014627705e-07,,
1,2499,5.256070494397136e-07,,
1,2549,5.793492050543136e-07,,
1,2565,,0.0009069986990652978,0.0009069986990652978
2,2599,5.345907538867323e-07,,
2,2649,4.241477427058271e-07,,
2,2699,6.257831159928173e-07,,
2,2749,7.131133088478236e-07,,
2,2799,5.171464181330521e-07,,
2,2849,4.763282390740642e-07,,
2,2899,5.158382236913894e-07,,
2,2949,4.771658268509782e-07,,
2,2999,4.894148446510371e-07,,
2,3049,4.7640560296713375e-07,,
2,3099,4.420463710630429e-07,,
2,3149,5.106464300297375e-07,,
2,3199,4.3521029624571383e-07,,
2,3249,4.169861256286822e-07,,
2,3299,4.399004467359191e-07,,
2,3349,6.515234645121382e-07,,
2,3399,3.9194435430545127e-07,,
2,3449,4.111259386263555e-07,,
2,3499,4.048866344419366e-07,,
2,3549,7.961694450386858e-07,,
2,3599,6.594626711375895e-07,,
2,3649,5.687792281605653e-07,,
2,3699,1.1056430366807035e-06,,
2,3749,6.406768875422131e-07,,
2,3799,3.945380626646511e-07,,
2,3848,,0.0009040576405823231,0.0009040576405823231
3,3849,5.114440000397735e-07,,
3,3899,5.027667384638335e-07,,
3,3949,6.424477305699838e-07,,
3,3999,4.636974040295172e-07,,
3,4049,4.880138817497937e-07,,
3,4099,3.828368164704443e-07,,
3,4149,4.692899437941378e-07,,
3,4199,3.7701039445892093e-07,,
3,4249,3.899527030171157e-07,,
3,4299,4.348929962816328e-07,,
3,4349,1.1418334224799764e-06,,
3,4399,5.132711180522165e-07,,
3,4449,4.6472393933072453e-07,,
3,4499,6.493479531854973e-07,,
3,4549,4.7452169837924885e-07,,
3,4599,4.047404331686266e-07,,
3,4649,5.991309421915503e-07,,
3,4699,6.450991349993274e-07,,
3,4749,4.969119231645891e-07,,
3,4799,4.352675659902161e-07,,
3,4849,4.4844287572232133e-07,,
3,4899,5.304079309098597e-07,,
3,4949,4.667733435326227e-07,,
3,4999,5.470416226671659e-07,,
3,5049,6.499992650788045e-07,,
3,5099,4.5141931082071096e-07,,
3,5131,,0.0009059998556040227,0.0009059998556040227
4,5149,7.181130285971449e-07,,
4,5199,7.471953722415492e-07,,
4,5249,5.876314048691711e-07,,
4,5299,3.8476477470794634e-07,,
4,5349,4.720488391285471e-07,,
4,5399,4.4712808744407084e-07,,
4,5449,5.174381954020646e-07,,
4,5499,3.350903909904446e-07,,
4,5549,4.7643132461416826e-07,,
4,5599,3.9532113760287757e-07,,
4,5649,5.142720169715176e-07,,
4,5699,4.5235290713208087e-07,,
4,5749,4.202528032237751e-07,,
4,5799,4.663327217713231e-07,,
4,5849,4.85926932469738e-07,,
4,5899,4.043683645704732e-07,,
4,5949,6.025868515280308e-07,,
4,5999,3.956359932999476e-07,,
4,6049,3.215946833279304e-07,,
4,6099,4.942336886415433e-07,,
4,6149,4.565209508200496e-07,,
4,6199,4.050312156778091e-07,,
4,6249,3.744537764305278e-07,,
4,6299,4.814510816686379e-07,,
4,6349,2.924089358202764e-06,,
4,6399,3.6660736668636673e-07,,
4,6414,,0.0009027140331454575,0.0009027140331454575
5,6449,4.1837836306513054e-07,,
5,6499,3.9319175471064227e-07,,
5,6549,4.417577770254866e-07,,
5,6599,4.4601111426345597e-07,,
5,6649,6.227993480933947e-07,,
5,6699,4.2159530266872025e-07,,
5,6749,5.446710247269948e-07,,
5,6799,3.882607870764332e-07,,
5,6849,4.1424871710660227e-07,,
