epoch,step,test/rmse,train/loss,val/rmse,val_loss
0,49,,0.0068351030349731445,,
0,99,,0.00648867804557085,,
0,149,,0.006223577540367842,,
0,199,,0.005774803925305605,,
0,249,,0.005617800634354353,,
0,299,,0.0055083781480789185,,
0,349,,0.0050673712976276875,,
0,399,,0.005744717549532652,,
0,449,,0.005304299294948578,,
0,499,,0.005224146414548159,,
0,549,,0.005126833450049162,,
0,599,,0.004882328677922487,,
0,649,,0.005410447716712952,,
0,699,,0.0050620692782104015,,
0,749,,0.004970901645720005,,
0,760,,,0.06939700990915298,0.06939700990915298
1,799,,0.005089299753308296,,
1,849,,0.004890847485512495,,
1,899,,0.0045578801073133945,,
1,949,,0.004452700726687908,,
1,999,,0.004532435443252325,,
1,1049,,0.004403593484312296,,
1,1099,,0.004515283275395632,,
1,1149,,0.004295750986784697,,
1,1199,,0.004446986131370068,,
1,1249,,0.00464791851118207,,
1,1299,,0.004456535447388887,,
1,1349,,0.004274008329957724,,
1,1399,,0.004274842329323292,,
1,1449,,0.004291141871362925,,
1,1499,,0.004096540156751871,,
1,1521,,,0.0660926103591919,0.0660926103591919
2,1549,,0.004435027949512005,,
2,1599,,0.004233372397720814,,
2,1649,,0.003991704434156418,,
2,1699,,0.004335657227784395,,
2,1749,,0.0043402910232543945,,
2,1799,,0.0039331079460680485,,
2,1849,,0.004556745756417513,,
2,1899,,0.004035564139485359,,
2,1949,,0.004219456110149622,,
2,1999,,0.003780270926654339,,
2,2049,,0.0037011068779975176,,
2,2099,,0.003892013104632497,,
2,2149,,0.003568067913874984,,
2,2199,,0.003793260082602501,,
2,2249,,0.0037097809836268425,,
2,2282,,,0.062146350741386414,0.062146350741386414
3,2299,,0.0037971031852066517,,
3,2349,,0.0038923982065171003,,
3,2399,,0.003922203555703163,,
3,2449,,0.0035169310867786407,,
3,2499,,0.0034257860388606787,,
3,2549,,0.0039491476491093636,,
3,2599,,0.0036526997573673725,,
3,2649,,0.0036107036285102367,,
3,2699,,0.003352019004523754,,
3,2749,,0.0034388601779937744,,
3,2799,,0.003559017786756158,,
3,2849,,0.003463296452537179,,
3,2899,,0.003465880872681737,,
3,2949,,0.003648559795692563,,
3,2999,,0.0035860007628798485,,
3,3043,,,0.059974305331707,0.059974305331707
4,3049,,0.0031190402805805206,,
4,3099,,0.0037117605097591877,,
4,3149,,0.003695010906085372,,
4,3199,,0.003404783084988594,,
4,3249,,0.003228232031688094,,
4,3299,,0.003760827938094735,,
4,3349,,0.003368999110534787,,
4,3399,,0.0032172149512916803,,
4,3449,,0.0036478403490036726,,
4,3499,,0.0032798750326037407,,
4,3549,,0.0036436018999665976,,
4,3599,,0.0033396012149751186,,
4,3649,,0.0034240775275975466,,
4,3699,,0.0035504817496985197,,
4,3749,,0.003403394715860486,,
4,3799,,0.003240320598706603,,
4,3804,,,0.058721646666526794,0.058721646666526794
5,3805,0.09856154024600983,,,
