epoch,step,test/rmse,train/loss
0,49,,0.007300969213247299
0,99,,0.005636726971715689
1,149,,0.004515533335506916
1,199,,0.005943013355135918
2,208,0.07759252190589905,
2,208,0.0776376873254776,
2,208,0.07739759236574173,
2,208,0.07767677307128906,
2,208,0.07727193087339401,
2,208,0.07769127935171127,
2,208,0.07766692340373993,
2,208,0.07750850170850754,
2,208,0.07749376446008682,
2,208,0.07749701291322708,
2,208,0.07756920903921127,
2,208,0.0776701420545578,
2,208,0.07758370786905289,
2,208,0.07742436230182648,
2,208,0.0776381716132164,
2,208,0.07746817916631699,
2,208,0.0775117501616478,
2,208,0.07753965258598328,
2,208,0.07754045724868774,
2,208,0.07740514725446701,
2,208,0.07764919847249985,
2,208,0.07753395289182663,
2,208,0.07754118740558624,
2,208,0.07777474075555801,
2,208,0.07718370854854584,
2,208,0.07755229622125626,
2,208,0.07750087231397629,
2,208,0.07727976888418198,
2,208,0.0775686502456665,
2,208,0.07721821963787079,
2,208,0.07725480198860168,
2,208,0.07735005021095276,
2,208,0.07751455157995224,
2,208,0.07749196141958237,
2,208,0.0773547887802124,
2,208,0.07739373296499252,
2,208,0.07751931995153427,
2,208,0.07733716815710068,
2,208,0.07760249078273773,
2,208,0.07754871249198914,
2,208,0.07780207693576813,
2,208,0.07770726829767227,
2,208,0.07715485990047455,
2,208,0.07740942388772964,
2,208,0.077410988509655,
2,208,0.0776897519826889,
2,208,0.07756107300519943,
2,208,0.0771244615316391,
2,208,0.07728223502635956,
2,208,0.07768917083740234,
2,208,0.07761938124895096,
2,208,0.07738448679447174,
2,208,0.07727125287055969,
2,208,0.07758064568042755,
2,208,0.07750396430492401,
2,208,0.07770738005638123,
2,208,0.07758419960737228,
2,208,0.07775959372520447,
2,208,0.07760624587535858,
2,208,0.07724906504154205,
2,208,0.0771903544664383,
2,208,0.0776701271533966,
2,208,0.07749442756175995,
2,208,0.07745419442653656,
2,208,0.07748856395483017,
2,208,0.07746823877096176,
2,208,0.07729541510343552,
2,208,0.07766200602054596,
2,208,0.07748971879482269,
2,208,0.07755450159311295,
2,208,0.07755372673273087,
2,208,0.07752388715744019,
2,208,0.07731229066848755,
2,208,0.07771100848913193,
2,208,0.07769464701414108,
2,208,0.07769093662500381,
2,208,0.0777754932641983,
2,208,0.07728634774684906,
2,208,0.07734663784503937,
2,208,0.07770968228578568,
2,208,0.07738683372735977,
2,208,0.07758083939552307,
2,208,0.07777437567710876,
2,208,0.07744330912828445,
2,208,0.0775199756026268,
2,208,0.07729490101337433,
2,208,0.07740677893161774,
2,208,0.0776083916425705,
2,208,0.07729201763868332,
2,208,0.07732286304235458,
2,208,0.07777392864227295,
2,208,0.07757660746574402,
2,208,0.07732129842042923,
2,208,0.07749386131763458,
2,208,0.07713675498962402,
2,208,0.07747958600521088,
2,208,0.07727712392807007,
2,208,0.07721122354269028,
2,208,0.07759031653404236,
2,208,0.07764365524053574,
