epoch,step,train/loss
0,49,0.006910624913871288
0,99,0.006087104789912701
0,149,0.0061546252109110355
0,199,0.0064674667082726955
0,249,0.005811208859086037
0,299,0.005982676055282354
0,349,0.005097646266222
0,399,0.005646857898682356
0,449,0.005877953488379717
0,499,0.005697275046259165
