epoch,step,train/loss,val/rmse,val_loss
0,49,0.0157077144831419,,
0,99,0.014268300496041775,,
0,149,0.016647210344672203,,
0,199,0.01621711254119873,,
0,249,0.0137747498229146,,
0,299,0.016044339165091515,,
0,349,0.013069527223706245,,
0,399,0.013978639617562294,,
0,449,0.01262893620878458,,
0,499,0.012831372208893299,,
0,549,0.013462630100548267,,
0,599,0.012825772166252136,,
0,649,0.011666547507047653,,
0,699,0.011176681146025658,,
0,749,0.013265579007565975,,
0,799,0.009768402203917503,,
0,849,0.01136198453605175,,
0,899,0.012513530440628529,,
0,949,0.011470370925962925,,
0,999,0.010709886439144611,,
0,1049,0.010691204108297825,,
0,1099,0.010030318051576614,,
0,1149,0.008734581992030144,,
0,1199,0.010500580072402954,,
0,1249,0.00972721353173256,,
0,1282,,0.09595978260040283,0.09595978260040283
1,1299,0.009502919390797615,,
1,1349,0.009732617065310478,,
1,1399,0.009533093310892582,,
1,1449,0.009125042706727982,,
1,1499,0.008146385662257671,,
1,1549,0.010244575329124928,,
1,1599,0.008787592872977257,,
1,1649,0.008742168545722961,,
1,1699,0.00858358945697546,,
1,1749,0.009307071566581726,,
1,1799,0.00904842745512724,,
1,1849,0.009624645113945007,,
1,1899,0.009169560857117176,,
1,1949,0.009273570962250233,,
1,1999,0.008745151571929455,,
1,2049,0.008689545094966888,,
1,2099,0.007630027364939451,,
1,2149,0.00820191577076912,,
1,2199,0.009456734172999859,,
1,2249,0.008518892340362072,,
1,2299,0.00778710562735796,,
1,2349,0.006641504820436239,,
1,2399,0.00800390262156725,,
1,2449,0.008251636289060116,,
1,2499,0.007105001714080572,,
1,2549,0.007888978347182274,,
1,2565,,0.08723855763673782,0.08723855763673782
2,2599,0.007577389478683472,,
2,2649,0.007987656630575657,,
2,2699,0.00802984181791544,,
2,2749,0.006209495011717081,,
2,2799,0.0075388103723526,,
2,2849,0.007327314931899309,,
2,2899,0.007415076717734337,,
2,2949,0.006831479724496603,,
2,2999,0.006883098278194666,,
2,3049,0.006745238322764635,,
2,3099,0.006893666461110115,,
2,3149,0.0058198003098368645,,
2,3199,0.007110981270670891,,
2,3249,0.007020248100161552,,
2,3299,0.006483498029410839,,
2,3349,0.006578517612069845,,
2,3399,0.006410609465092421,,
2,3449,0.006362889427691698,,
2,3499,0.0063635059632360935,,
2,3549,0.006320852320641279,,
2,3599,0.006409927736967802,,
2,3649,0.006738289259374142,,
2,3699,0.006414194591343403,,
2,3749,0.007145370356738567,,
2,3799,0.0071412548422813416,,
2,3848,,0.07906273752450943,0.07906273752450943
3,3849,0.00670072203502059,,
3,3899,0.006695802789181471,,
3,3949,0.005936876405030489,,
3,3999,0.005315117537975311,,
3,4049,0.0072876401245594025,,
3,4099,0.006206831429153681,,
3,4149,0.0063110352493822575,,
3,4199,0.006225958000868559,,
3,4249,0.005560670513659716,,
3,4299,0.005823680665344,,
3,4349,0.006323601584881544,,
3,4399,0.006235495209693909,,
3,4449,0.006746699567884207,,
3,4499,0.0053795636631548405,,
3,4549,0.005654971115291119,,
3,4599,0.005663902033120394,,
3,4649,0.004909418988972902,,
3,4699,0.00541973439976573,,
3,4749,0.005742622073739767,,
3,4799,0.005278905387967825,,
3,4849,0.006604695226997137,,
3,4899,0.005004021804779768,,
3,4949,0.0054930150508880615,,
3,4999,0.005743164103478193,,
3,5049,0.005987002979964018,,
3,5099,0.006204837467521429,,
3,5131,,0.07406297326087952,0.07406297326087952
4,5149,0.0061907339841127396,,
4,5199,0.005319023970514536,,
4,5249,0.005663502961397171,,
4,5299,0.005305923521518707,,
4,5349,0.005229405593127012,,
4,5399,0.005965370684862137,,
4,5449,0.005336277652531862,,
4,5499,0.005622528027743101,,
4,5549,0.0061082192696630955,,
4,5599,0.005418707150965929,,
4,5649,0.005837609525769949,,
4,5699,0.004961309023201466,,
4,5749,0.005805100779980421,,
4,5799,0.005042108707129955,,
4,5849,0.005613743793219328,,
4,5899,0.0052856383845210075,,
4,5949,0.005895150359719992,,
4,5999,0.004986030049622059,,
4,6049,0.004368531052023172,,
4,6099,0.005203559994697571,,
4,6149,0.005649784579873085,,
4,6199,0.005905885715037584,,
4,6249,0.005130183883011341,,
4,6299,0.005665830336511135,,
4,6349,0.004992814268916845,,
4,6399,0.005242031998932362,,
4,6414,,0.07104174047708511,0.07104174047708511
5,6449,0.006005593575537205,,
5,6499,0.0053327144123613834,,
5,6549,0.0049539487808942795,,
5,6599,0.005485822446644306,,
5,6649,0.004452867899090052,,
5,6699,0.0046496014110744,,
5,6749,0.005511232651770115,,
5,6799,0.005983232520520687,,
5,6849,0.004419240634888411,,
5,6899,0.004810153506696224,,
5,6949,0.005050580017268658,,
5,6999,0.00493280217051506,,
5,7049,0.004879262298345566,,
5,7099,0.00391504168510437,,
5,7149,0.004508933052420616,,
5,7199,0.004738106857985258,,
5,7249,0.005338171496987343,,
5,7299,0.0055903722532093525,,
5,7349,0.004701977130025625,,
5,7399,0.004794578533619642,,
5,7449,0.004976124968379736,,
5,7499,0.004156102426350117,,
5,7549,0.004351354669779539,,
5,7599,0.004644631873816252,,
5,7649,0.004278870765119791,,
5,7697,,0.06890024244785309,0.06890024244785309
