epoch,step,test/rmse,train/loss
0,49,,0.006733666639775038
0,99,,0.006476405542343855
1,149,,0.005421816371381283
1,199,,0.0051065050065517426
2,208,0.0788097158074379,
2,208,0.07861009985208511,
2,208,0.07856918126344681,
2,208,0.07863271236419678,
2,208,0.07848178595304489,
2,208,0.07850195467472076,
2,208,0.07874216139316559,
2,208,0.07846739143133163,
2,208,0.07866469770669937,
2,208,0.0787239819765091,
2,208,0.07855281978845596,
2,208,0.07843363285064697,
2,208,0.07878946512937546,
2,208,0.07837115228176117,
2,208,0.07865238934755325,
2,208,0.07716245949268341,
2,208,0.07851612567901611,
2,208,0.07864942401647568,
2,208,0.07882057130336761,
2,208,0.0788102075457573,
2,208,0.0786188468337059,
2,208,0.07885808497667313,
2,208,0.07852119207382202,
2,208,0.07880158722400665,
2,208,0.0785265639424324,
2,208,0.07867421209812164,
2,208,0.07869503647089005,
2,208,0.07863510400056839,
2,208,0.07878976315259933,
2,208,0.0783614069223404,
2,208,0.07852786034345627,
2,208,0.0785459652543068,
2,208,0.07873502373695374,
2,208,0.07857286185026169,
2,208,0.07859828323125839,
2,208,0.07879571616649628,
2,208,0.07869701832532883,
2,208,0.07848984003067017,
2,208,0.07887356728315353,
2,208,0.07852993905544281,
2,208,0.0787830501794815,
2,208,0.07859820872545242,
2,208,0.07874210178852081,
2,208,0.07846546173095703,
2,208,0.07860169559717178,
2,208,0.07852011919021606,
2,208,0.07871799170970917,
2,208,0.0786326453089714,
2,208,0.07879427820444107,
2,208,0.07851918786764145,
2,208,0.0785951018333435,
2,208,0.07883232086896896,
2,208,0.07876871526241302,
2,208,0.07853955030441284,
2,208,0.0785403847694397,
2,208,0.07887126505374908,
2,208,0.07843419909477234,
2,208,0.07856601476669312,
2,208,0.07862446457147598,
2,208,0.07874462008476257,
2,208,0.07882994413375854,
2,208,0.07856006175279617,
2,208,0.07867977768182755,
2,208,0.07872778922319412,
2,208,0.07877174019813538,
2,208,0.07864030450582504,
2,208,0.07712095975875854,
2,208,0.07816369831562042,
2,208,0.0788634642958641,
2,208,0.07855456322431564,
2,208,0.0785493403673172,
2,208,0.07853125780820847,
2,208,0.07869996875524521,
2,208,0.0786990150809288,
2,208,0.07852526009082794,
2,208,0.07849742472171783,
2,208,0.07860904932022095,
2,208,0.07848388701677322,
2,208,0.07878780364990234,
2,208,0.07876235246658325,
2,208,0.07853179425001144,
2,208,0.07848723232746124,
2,208,0.07855837047100067,
2,208,0.07844404131174088,
2,208,0.07843069732189178,
2,208,0.07861452549695969,
2,208,0.07885044813156128,
2,208,0.07862289249897003,
2,208,0.07711620628833771,
2,208,0.07871001213788986,
2,208,0.07859877496957779,
2,208,0.07859504967927933,
2,208,0.07705362886190414,
2,208,0.07842937856912613,
2,208,0.07856962829828262,
2,208,0.07891988754272461,
2,208,0.07840391248464584,
2,208,0.07874369621276855,
2,208,0.07864248752593994,
2,208,0.07873903214931488,
