epoch,step,test/rmse,train/loss,val/rmse,val_loss
0,49,,0.006541152950376272,,
0,99,,0.006257377564907074,,
0,149,,0.006214833818376064,,
0,199,,0.006071452982723713,,
0,249,,0.005945891607552767,,
0,299,,0.005581939127296209,,
0,349,,0.005472471937537193,,
0,399,,0.005614276975393295,,
0,449,,0.0046060881577432156,,
0,499,,0.004725486505776644,,
0,549,,0.004959004931151867,,
0,599,,0.005006711930036545,,
0,649,,0.005353856831789017,,
0,699,,0.004715981427580118,,
0,749,,0.004771777894347906,,
0,760,,,0.06940746307373047,0.06940746307373047
1,799,,0.0048930649645626545,,
1,849,,0.004706243053078651,,
1,899,,0.004560444969683886,,
1,949,,0.004462961573153734,,
1,999,,0.0046906680800020695,,
1,1049,,0.004372341558337212,,
1,1099,,0.0042086937464773655,,
1,1149,,0.0043910350650548935,,
1,1199,,0.004296031314879656,,
1,1249,,0.0045043714344501495,,
1,1299,,0.004583968780934811,,
1,1349,,0.004444196354597807,,
1,1399,,0.0043253423646092415,,
1,1449,,0.004720977507531643,,
1,1499,,0.0042907316237688065,,
1,1521,,,0.06544660776853561,0.06544660776853561
2,1549,,0.004872170742601156,,
2,1599,,0.00445672869682312,,
2,1649,,0.004217400215566158,,
2,1699,,0.004309150855988264,,
2,1749,,0.004224738106131554,,
2,1799,,0.00378987449221313,,
2,1849,,0.0038107072468847036,,
2,1899,,0.0040351287461817265,,
2,1949,,0.003641740186139941,,
2,1999,,0.004360005259513855,,
2,2049,,0.004094010218977928,,
2,2099,,0.004059705417603254,,
2,2149,,0.0034977125469595194,,
2,2199,,0.003918349742889404,,
2,2249,,0.003652723506093025,,
2,2282,,,0.0611070916056633,0.0611070916056633
3,2283,0.09902066737413406,,,
