epoch,step,train/loss,val/rmse,val_loss
0,49,0.006783579476177692,,
0,99,0.006101666484028101,,
0,149,0.006146375089883804,,
0,199,0.005493159871548414,,
0,249,0.005925120320171118,,
0,299,0.006020834669470787,,
0,349,0.005380186252295971,,
0,399,0.005309260915964842,,
0,449,0.005563984625041485,,
0,499,0.005220288410782814,,
0,549,0.0058122617192566395,,
0,599,0.005069580860435963,,
0,649,0.005583189893513918,,
0,699,0.006043482106178999,,
0,749,0.005326803307980299,,
0,799,0.004768090788275003,,
0,849,0.0049553136341273785,,
0,899,0.0051832254976034164,,
0,949,0.005355675704777241,,
0,999,0.00563535001128912,,
0,1049,0.005268821958452463,,
0,1099,0.005273280665278435,,
0,1149,0.004672032780945301,,
0,1199,0.005570934619754553,,
0,1249,0.00460287369787693,,
0,1299,0.005528558976948261,,
0,1349,0.005220250692218542,,
0,1399,0.004624272231012583,,
0,1449,0.005220926832407713,,
0,1499,0.0046564191579818726,,
0,1549,0.004704662598669529,,
0,1599,0.004141832236200571,,
0,1649,0.00468002213165164,,
0,1699,0.004603664390742779,,
0,1749,0.005450319964438677,,
0,1799,0.004438792355358601,,
0,1849,0.004651034250855446,,
0,1899,0.004814544692635536,,
0,1947,,0.06809621304273605,0.06809621304273605
1,1949,0.004167519975453615,,
1,1999,0.004848585929721594,,
1,2049,0.004512520041316748,,
1,2099,0.003957049921154976,,
1,2149,0.0044101509265601635,,
1,2199,0.004711775574833155,,
1,2249,0.0049207392148673534,,
1,2299,0.004348532762378454,,
1,2349,0.004494091961532831,,
1,2399,0.004528373945504427,,
1,2449,0.004710540175437927,,
1,2499,0.004197839647531509,,
1,2549,0.005233403295278549,,
1,2599,0.004512022249400616,,
1,2649,0.0050633130595088005,,
1,2699,0.0050794221460819244,,
1,2749,0.004933950025588274,,
1,2799,0.004999301861971617,,
1,2849,0.004784072283655405,,
1,2899,0.004728521220386028,,
1,2949,0.003617580747231841,,
1,2999,0.00452981935814023,,
1,3049,0.004670270252972841,,
1,3099,0.004603034816682339,,
1,3149,0.004547561518847942,,
1,3199,0.0038565874565392733,,
1,3249,0.004395207855850458,,
1,3299,0.004921956919133663,,
1,3349,0.004280924331396818,,
1,3399,0.005057802889496088,,
1,3449,0.004260928835719824,,
1,3499,0.00479458412155509,,
1,3549,0.004164724610745907,,
1,3599,0.0047414530999958515,,
1,3649,0.004992948845028877,,
1,3699,0.004568110220134258,,
1,3749,0.004564359318464994,,
1,3799,0.003683733753859997,,
1,3849,0.004217738285660744,,
1,3895,,0.06586630642414093,0.06586630642414093
2,3899,0.004854477941989899,,
2,3949,0.004183012526482344,,
2,3999,0.004771266132593155,,
2,4049,0.004519961308687925,,
2,4099,0.004288139753043652,,
2,4149,0.004305487032979727,,
2,4199,0.004501029849052429,,
2,4249,0.004245590418577194,,
2,4299,0.004276637453585863,,
2,4349,0.005253215786069632,,
2,4399,0.0043407706543803215,,
2,4449,0.0038986396975815296,,
2,4499,0.0039771501906216145,,
2,4549,0.004487624391913414,,
2,4599,0.00429557217285037,,
2,4649,0.004623369313776493,,
2,4699,0.00465997913852334,,
2,4749,0.00418701721355319,,
2,4799,0.0038031439762562513,,
2,4849,0.004311845172196627,,
2,4899,0.0037307555321604013,,
2,4949,0.004108968190848827,,
2,4999,0.004821578972041607,,
2,5049,0.004299107473343611,,
2,5099,0.003096353728324175,,
2,5149,0.003910335246473551,,
2,5199,0.003937494941055775,,
2,5249,0.004233441781252623,,
2,5299,0.003834947943687439,,
2,5349,0.0043946257792413235,,
2,5399,0.0043784938752651215,,
2,5449,0.003759827231988311,,
2,5499,0.004049624316394329,,
2,5549,0.0043233903124928474,,
2,5599,0.0035689882934093475,,
2,5649,0.0043587759137153625,,
2,5699,0.004600109066814184,,
2,5749,0.003811516333371401,,
2,5799,0.004089014139026403,,
2,5843,,0.062199581414461136,0.062199581414461136
3,5849,0.003463325323536992,,
3,5899,0.004162369761615992,,
3,5949,0.004225383512675762,,
3,5999,0.00433528795838356,,
3,6049,0.003639667760580778,,
3,6099,0.0035748928785324097,,
3,6149,0.0037708955351263285,,
3,6199,0.003752480959519744,,
3,6249,0.003659965470433235,,
3,6299,0.00345036992803216,,
3,6349,0.004378793761134148,,
3,6399,0.003324792254716158,,
