epoch,step,test/rmse,train/loss
0,49,,0.005066495388746262
0,99,,0.004675423726439476
1,149,,0.004787645768374205
1,199,,0.005082911346107721
2,208,0.07717011123895645,
2,208,0.07723011076450348,
2,208,0.07727842777967453,
2,208,0.07698337733745575,
2,208,0.07719273865222931,
2,208,0.07759649306535721,
2,208,0.077272430062294,
2,208,0.07768326252698898,
2,208,0.07722213864326477,
2,208,0.07695456594228745,
2,208,0.07730478048324585,
2,208,0.07751435786485672,
2,208,0.07699644565582275,
2,208,0.0768180713057518,
2,208,0.07717862725257874,
2,208,0.07700049132108688,
2,208,0.07714702188968658,
2,208,0.07750867307186127,
2,208,0.07734990864992142,
2,208,0.07729753851890564,
2,208,0.0774049460887909,
2,208,0.0775800570845604,
2,208,0.07740461081266403,
2,208,0.0771792009472847,
2,208,0.07713599503040314,
2,208,0.07736890017986298,
2,208,0.07718498259782791,
2,208,0.07705766707658768,
2,208,0.07738904654979706,
2,208,0.07734725624322891,
2,208,0.07740339636802673,
2,208,0.07739243656396866,
2,208,0.0758785530924797,
2,208,0.07778027653694153,
2,208,0.07712548971176147,
2,208,0.07721764594316483,
2,208,0.07734396308660507,
2,208,0.07729332149028778,
2,208,0.07710583508014679,
2,208,0.07711579650640488,
2,208,0.0770379826426506,
2,208,0.07706870138645172,
2,208,0.07707182317972183,
2,208,0.07691707462072372,
2,208,0.07703835517168045,
2,208,0.0769711509346962,
2,208,0.07721097022294998,
2,208,0.07741467654705048,
2,208,0.0772627741098404,
2,208,0.0772152990102768,
2,208,0.07714763283729553,
2,208,0.07726144790649414,
2,208,0.07731833308935165,
2,208,0.0769394114613533,
2,208,0.07724972069263458,
2,208,0.07740622758865356,
2,208,0.07722233980894089,
2,208,0.0768871009349823,
2,208,0.07740165293216705,
2,208,0.0770164206624031,
2,208,0.07724615186452866,
2,208,0.07746358960866928,
2,208,0.07710552215576172,
2,208,0.0772365853190422,
2,208,0.07715506851673126,
2,208,0.07736130058765411,
2,208,0.07715734094381332,
2,208,0.07732494175434113,
2,208,0.07742972671985626,
2,208,0.07703933864831924,
2,208,0.07751161605119705,
2,208,0.07689632475376129,
2,208,0.07691959291696548,
2,208,0.07709839940071106,
2,208,0.07761310786008835,
2,208,0.07730932533740997,
2,208,0.07695560902357101,
2,208,0.07709676772356033,
2,208,0.07716131955385208,
2,208,0.07732536643743515,
2,208,0.07726271450519562,
2,208,0.0773182362318039,
2,208,0.07703635096549988,
2,208,0.07725805044174194,
2,208,0.07546690851449966,
2,208,0.07715137302875519,
2,208,0.07731623202562332,
2,208,0.0776224210858345,
2,208,0.07718610763549805,
2,208,0.0770580992102623,
2,208,0.07696721702814102,
2,208,0.07727611809968948,
2,208,0.07722356915473938,
2,208,0.07712778449058533,
2,208,0.0773146003484726,
2,208,0.07723879814147949,
2,208,0.07712595164775848,
2,208,0.07722609490156174,
2,208,0.07715584337711334,
2,208,0.07703681290149689,
