rmse,sis
0.056417416435300884,0.5763731468142345
0.043892527585555695,0.5653196954791426
0.03994637111271745,0.4939070259971063
0.037757092496421625,0.5449695349690156
0.1101015025416919,0.4105414202963885
0.07665638578854335,0.6104983542532536
0.09330603123130195,0.3935744856721433
0.09845292948267846,0.33215709075917654
0.06966352697111802,0.5332318617512887
0.079231765381434,0.5399735820753616
0.0837855379774367,0.3973745862823184
0.1217559445177745,0.5057547162202076
0.07169066264312915,0.6924371826230139
0.06383779613397936,0.5460379996765274
0.06750290213922573,0.4037859609200494
0.07623638230155773,0.6816410396693786
0.03228770606216899,0.5624333427841537
0.08826958458029566,0.4943809128855241
0.08707604024697846,0.6792387767717071
0.09908204905101209,0.5336643807636463
0.0772648619679452,0.41429144015452096
0.060985220469781894,0.5576399335079663
0.05812723152116629,0.5206174879816291
0.05537404880309886,0.6085836344257147
0.04543395459591564,0.6775465718940715
0.09571189208102093,0.6365818027867391
0.12359316144180864,0.5152242140496528
0.1911930846928517,0.5490736705923771
0.09020325458514922,0.5597652294188499
0.0800730639655693,0.5880776725297424
0.05180348444576758,0.5646332217902625
0.076948676824373,0.6013407100899233
0.09099435644098641,0.5049367855461686
0.1418164117072844,0.5337506748396285
0.07340459368576716,0.5201918221393542
0.05513022740491018,0.4650154803882269
0.0900719163475585,0.597198558537104
0.05272642807464484,0.6097876352404994
0.036739878424157955,0.6652581078282979
0.05311233450044509,0.4826676739789391
0.10541614282888549,0.3000738379225971
0.05825555350301225,0.7813691897817961
0.07904275025206883,0.5547655023350212
0.06557292413711381,0.5764940711846459
0.07553345483097489,0.44862799335349013
0.08127366516100538,0.6631859447472356
0.10163729589204912,0.49263102694584754
0.10555741396458666,0.470368149304741
0.06803414370216042,0.6252523898318334
0.08847769168540666,0.568481727355891
0.08743622419384052,0.5164834764103139
0.06881198129051615,0.4387782745552566
0.07160336272954101,0.476366705662411
0.07144539411580589,0.44575325841199714
0.02866588162213441,0.4843447458251659
0.0691357588533673,0.6906040844717237
0.08419102707874551,0.7277228862571876
0.08473388845111612,0.7339524488873563
0.06774572584278137,0.7352944391666705
0.060811642045712946,0.5912880923133317
0.0549142039524795,0.5008989251102086
0.04647315500748686,0.4358988124602925
0.034009259244578746,0.574523973826521
0.06443373654012612,0.5880393597925089
0.10750674401185423,0.43808821808365944
0.10449162347208973,0.4143812796555006
0.07507697959500563,0.5427302138765248
0.08059243208212184,0.653872172795202
0.07021872907504932,0.6039575462149883
0.07171624203741407,0.5599918288699777
0.0839879129249064,0.37662558706758387
0.06536471160000402,0.7139890646418939
0.06596240788426747,0.7193501744147922
0.07502351557142428,0.7275849994902003
0.08920323984333847,0.5733106950701016
0.06663224069029132,0.7424856492892516
0.07599269589138515,0.7199159851898558
0.07557635435024822,0.7345080143072905
0.08345730346014701,0.6060493343174034
0.07977299608233661,0.7144131143192469
0.07751450401870044,0.7177626963774427
0.07829391562803663,0.6113027130792269
0.086362438918843,0.5340774633840693
0.07908406230573478,0.6744501392969183
0.08116967340174394,0.6073081635182693
0.0759108151982991,0.6417231702509093
0.08296356358776019,0.5022673110047456
0.07552856520265126,0.5284260250520962
0.07091406351083503,0.5461073672161278
0.07617705988636744,0.6804808795577437
0.08964304109294471,0.64130919504421
0.07139632106993636,0.737625962769334
0.07638355905417953,0.6707640374760836
0.09132831631838544,0.6323298804587395
0.0801207361540231,0.7108078168747856
0.0800861520345679,0.704217852594413
0.08130723241325717,0.6891103026913206
0.08253777969590433,0.7035841510590795
0.07567833864722984,0.701165570398802
0.06692695044520987,0.7482774835232946
0.0818545156732151,0.595390362247516
0.0878258416126457,0.6021387653005654
0.08166302377551908,0.7265689348132949
0.06551245396718892,0.7045400560611468
0.07126222851897956,0.7260078394449355
0.07275103738386576,0.544787388761712
0.07656460587749372,0.6678761341477852
0.08027839196586606,0.7285713803672218
0.07931864101164399,0.736300102997424
0.09825695259951077,0.6554769338149884
0.0712591957095285,0.5198673196977575
0.06806839039174097,0.588560381482836
0.12226691641042262,0.6542758388494927
0.065984133811454,0.5474493882920696
0.08056654644100503,0.4483381452759407
0.05010968752210671,0.7878953726456344
0.07768719803335114,0.3532129027624479
0.08622718570889588,0.5797782810324615
0.059452755450493874,0.5163944679769391
0.06082028148949287,0.7856890752899662
0.1356877982096326,0.341703519934839
0.06665597060353665,0.501233643474763
0.08749327240826074,0.5102625377890203
0.13177551299842094,0.3591448130391136
0.06301530068569536,0.6538371921594104
0.10199144078382308,0.5616325884189082
0.07151190438679597,0.5592563390229269
0.05747724484470337,0.5882633628294233
0.0811304705086027,0.5102252949126592
0.07040912517852901,0.5774973025999429
0.050314148816151406,0.5369661101092571
0.07813470236171494,0.574419188893105
0.056171523925217806,0.6308034267606624
0.07257586576085855,0.7576697252653595
0.058818994374662044,0.41613782152576234
0.10312166674626133,0.4828110590922675
0.07975529167010624,0.6082386754468938
0.051127353573545656,0.7116028418012172
0.10151410982776699,0.5368800025529034
0.13271681922650078,0.6861502844849382
0.030780562803848607,0.7270461592801853
0.11178281990351707,0.7386797721521138
0.07513848900895118,0.6233632420166278
0.03916154993058395,0.7447883510737554
0.051815477383111264,0.6943052442768186
0.12640026932343917,0.35502982227051955
0.06436324292376105,0.5437367855071874
0.06730339566187771,0.6008568164208564
0.08349332135489895,0.5291307363706588
0.16303468013708206,0.5567643261712398
0.05531178536096165,0.43468148188527905
0.10769560070739027,0.45370072556707486
0.033596082641904654,0.8052384632821069
0.14793655329225516,0.47275963480578137
0.03240867914854496,0.6903994169629528
0.1073411919168304,0.4960737667475308
0.05073858089796386,0.7079559623778461
0.08802000080837033,0.600327497011055
0.9728914687585752,0.3078207994703179
0.07103509256941791,0.6224360556590245
0.030428133222125467,0.7711587569077191
0.15139411334767372,0.684032394921719
0.0836340276172419,0.5848069835488694
0.06759376456681265,0.6747646508444749
0.13015439107138402,0.521042585762377
0.04202905897806704,0.5970188207717093
0.13885152837066092,0.5963030680969312
0.07590403581221077,0.6136088787996624
0.057400095127911076,0.5468620042705242
0.0577972894545649,0.5783349256726791
0.10176002328978855,0.40765814055717414
0.08748042410641063,0.5235042812310835
0.12589917110714274,0.38640769899487276
0.10090079018716727,0.2856920088486388
0.0545934564618869,0.5232187610585961
0.09454983766207664,0.5557939842527764
0.08010449157015985,0.4459244556784019
0.07484977842744032,0.5189795052917182
0.11106397310696953,0.4659046359460616
0.048209143442598926,0.5664431790085043
0.10687303707207314,0.3500160673317138
0.0846448549470579,0.3935407968387283
0.07488011127956251,0.4810373963888455
0.06923011734559134,0.41246847001370546
0.04854248716478041,0.5514543019947604
0.0482244711810991,0.4782081970383447
0.06466233488433722,0.5244626133404773
0.07706682914979483,0.43488820302370684
0.04939781961202195,0.5391051887363937
0.057961438540061416,0.42558960123879225
0.051279126858946325,0.45158739315730473
0.08253770815264277,0.36448499293681086
0.08163813715037835,0.39037429001909524
0.07900209865898324,0.5912579823813056
0.07316689208848384,0.38570450983889903
0.06819775591676372,0.41227598285901745
0.05725650874350113,0.44765184407588693
0.07770778371497293,0.5049083001099257
0.05486281638137464,0.4781892004763061
0.053829962714656905,0.6347801103267792
0.08989425571989827,0.6747700918932615
0.056446807671591076,0.6725350272179136
0.08083409179559257,0.5342466764658109
0.0774127865758701,0.6701761925659396
0.07944540277539361,0.30486398348240057
0.09390183591254297,0.5691839861586421
0.09372479823350366,0.5595033583118662
0.11268146253552606,0.3513934635991027
0.08250349404573455,0.47100394313274935
0.06663251715057979,0.5320852206526269
0.10657654920067137,0.4156342649828605
0.08245972826612323,0.6522037015838507
0.08988736409715185,0.7342462509532327
0.05868501933620424,0.5142382451730282
0.05670892259115008,0.6389170328495964
0.04265084725698878,0.5255384104609457
0.049882312089760454,0.5629148511930627
0.05449951984186955,0.6092100820713798
0.05120697857043139,0.5529284283633895
0.04941123338323825,0.5984563429143702
0.037926863787663315,0.6399588875626169
0.050895378958511574,0.5861769713898467
0.16594820470735752,0.30640118233984814
0.05645532004523475,0.7013817330657689
0.054538263037695454,0.5867319418739532
