rmse,sis
0.056412062197597396,0.6855401115272515
0.03850862276377319,0.6993476767726811
0.04454956571994117,0.5066543478229935
0.04386255590658885,0.5637704443632687
0.10146598945117885,0.45804425517361536
0.07371988818080921,0.6549307509232928
0.09253194964322649,0.44651611368626226
0.10011163306340246,0.39192836293620326
0.06517791414413986,0.6072900404886815
0.07896863066358015,0.6545130352899435
0.08187153390416158,0.4232769630678006
0.1172135605311043,0.5494641810029948
0.06616518538382801,0.736130683396244
0.055416309354130666,0.6221619805972431
0.0631170036815031,0.4126998481206475
0.06914529795530519,0.7255481598413677
0.02795070712031595,0.706319580870891
0.07636264729763842,0.46459756532560825
0.07979685630867422,0.7752111732722229
0.0753775255651481,0.6372634087777164
0.09182447057266617,0.4024103797421762
0.04648827423527097,0.6696748536899754
0.059545078047110796,0.5520086941768941
0.05263537039977605,0.6904179402830359
0.037714043874020685,0.7905632511850302
0.07451805772241357,0.7680207017521767
0.11627736216089496,0.5727337193278256
0.17204074318968277,0.6472847516146172
0.08288846007390795,0.6077785366058873
0.07610889588681666,0.6653684234383366
0.05042515259905046,0.6233387150136493
0.07271805348815369,0.6395922818359867
0.08874418610388513,0.5544489672765626
0.10746021180755759,0.5993912929727483
0.07007756162895841,0.6888989073566336
0.04646886743253668,0.5695097727174303
0.08779195108000575,0.6409368500416522
0.04807475433007542,0.683387088389164
0.0346605775773284,0.718370322062903
0.0428450795279328,0.5983909782965536
0.10292625373983295,0.3329193301248965
0.05637310682318662,0.7984154288061505
0.08428809853213076,0.5475002272570008
0.0583726338370104,0.6300408317157973
0.07520893609058521,0.48477042962492717
0.07973975432677875,0.7041838868074205
0.10156631835870797,0.4881621542247041
0.10008212516570546,0.5372082257917333
0.06959915961539351,0.6722347811310265
0.0920352370940862,0.5511694555968323
0.08058638581484145,0.5910943059760112
0.05660679509221486,0.5207453469630379
0.06734605285861249,0.47836415140327376
0.06913898805188033,0.5144346369773185
0.023734506116859577,0.6046240270048245
0.0760509522144776,0.6696854744237258
0.0949195372816694,0.7183168809445944
0.08626840534301984,0.7896739035174647
0.05807290051407419,0.7847454356443466
0.04936470294439344,0.6655515370045786
0.045113113645737925,0.638091201588348
0.03995078057824972,0.5222369608537152
0.03079264422700077,0.6503132450330722
0.06330591362937299,0.6325785919350017
0.10697604174148491,0.45032281525770684
0.09732349303925447,0.47524537595869687
0.0766655766159292,0.5739148753310344
0.08274161009543538,0.6939119290097422
0.06496382013390874,0.6313816282124293
0.07557322994415726,0.5963217701891537
0.08694586458838634,0.3671109383965693
0.058579709521017966,0.7416756868645378
0.06511041319536326,0.7516404034169636
0.06627350871152735,0.7566711689906763
0.0919529309349329,0.6029291936962067
0.0666077021297116,0.7665563484801068
0.07462114275571695,0.7574394744768391
0.07553959532460088,0.7509828462164723
0.07818261115618094,0.6545837594783922
0.07787688915108669,0.7610567160543149
0.07631249883862866,0.7590828834617429
0.07779945117447516,0.6340672187028371
0.08084241122947014,0.5732285737751228
0.0770329299394618,0.7073534424091853
0.07839295405494605,0.667841391910979
0.07378497195647547,0.6698341165912411
0.08462893474774516,0.5046785510695888
0.07683011202153232,0.5500670179221663
0.07201777376529014,0.5705632250286429
0.07531252325071233,0.72283731168093
0.08281052311692895,0.709866531844185
0.06356091837102903,0.7583496657282899
0.06925582217413186,0.7299848140019827
0.08451020957666107,0.6974380282072726
0.07814901065833836,0.7587956965873185
0.07798325443647829,0.7527384563785695
0.07959245100169375,0.7153504739948063
0.08097637132022663,0.7427912649865095
0.07479771145466613,0.7400483851803725
0.06844776763632421,0.7237363292658974
0.07682633836410507,0.6302311235143767
0.08764914236238447,0.6221090077346625
0.08099891511743935,0.7663204761163268
0.06378509467198189,0.733739476338203
0.06845051472775542,0.7450717586170933
0.07605680636525745,0.565599951758276
0.07885637671258625,0.6618281033616592
0.07919982356002687,0.7598888257294262
0.07775174918462714,0.7672762167335269
0.09562202745200106,0.6873978973839449
0.06655039178657052,0.5748657207872531
0.06418144832554626,0.672694565606241
0.1166532448869966,0.6908012184960145
0.062394504664384814,0.6537097594457953
0.07376785083211936,0.5760079168948289
0.05304767428345679,0.7635618137086185
0.07072452802236287,0.4271959483584979
0.08305948963876096,0.6102185421892264
0.05492531951984816,0.5589004916421099
0.062424838901549165,0.8064143041706848
0.1229693809153369,0.4474279813054965
0.062035607565138824,0.6315440040822314
0.0876940682899478,0.5535236560148716
0.13373245280480722,0.3671559701570344
0.06231958541880288,0.7012165427949181
0.09296118122163972,0.6513885437242507
0.07031894467216962,0.5921734379956649
0.048991143840427714,0.7189924281601628
0.07263888250534178,0.585836824482061
0.06356743607424845,0.6619496554416809
0.0454551631634225,0.7530854200932893
0.0735404170455279,0.633811586499154
0.050267686645790545,0.7504925244998786
0.06837000997726556,0.8163862399076369
0.06422879762474208,0.4145080644556282
0.10241028298909077,0.589205238118221
0.082981117103299,0.6571949126723764
0.05934598215631371,0.7566188898366057
0.10057369686846589,0.6108209211622164
0.12663228247403777,0.7699627247120463
0.031332035948796626,0.8049556192571199
0.11492415565561785,0.7537993984030029
0.06726548501018546,0.7011351045913371
0.03472324375641514,0.8348123710462677
0.05621198975805321,0.7641012942866505
