epoch,step,test/rmse,train/loss
0,49,,0.006550793070346117
0,99,,0.005730995908379555
1,149,,0.005487359594553709
1,199,,0.004884642548859119
2,208,0.07778054475784302,
2,208,0.07819470763206482,
2,208,0.07791762053966522,
2,208,0.07838691771030426,
2,208,0.07769563794136047,
2,208,0.07775510102510452,
2,208,0.07805246114730835,
2,208,0.07812637835741043,
2,208,0.07824388891458511,
2,208,0.07780355215072632,
2,208,0.07798632979393005,
2,208,0.07804421335458755,
2,208,0.07822364568710327,
2,208,0.07797871530056,
2,208,0.07787837833166122,
2,208,0.07670509815216064,
2,208,0.07617345452308655,
2,208,0.07803033292293549,
2,208,0.07835150510072708,
2,208,0.07635395228862762,
2,208,0.07790810614824295,
2,208,0.07820381224155426,
2,208,0.07833720743656158,
2,208,0.0781773030757904,
2,208,0.07796261459589005,
2,208,0.07813531905412674,
2,208,0.07819081842899323,
2,208,0.07779406756162643,
2,208,0.07817518711090088,
2,208,0.07783997803926468,
2,208,0.07788525521755219,
2,208,0.07795540243387222,
2,208,0.07786457985639572,
2,208,0.0780818909406662,
2,208,0.07822415977716446,
2,208,0.07833074033260345,
2,208,0.07791920751333237,
2,208,0.07649651914834976,
2,208,0.07799708843231201,
2,208,0.07796846330165863,
2,208,0.07801506668329239,
2,208,0.0777822807431221,
2,208,0.07801548391580582,
2,208,0.07812471687793732,
2,208,0.07821483910083771,
2,208,0.0782478079199791,
2,208,0.07794459164142609,
2,208,0.07781106978654861,
2,208,0.07786056399345398,
2,208,0.07805388420820236,
2,208,0.07828035950660706,
2,208,0.0781489685177803,
2,208,0.07796160131692886,
2,208,0.07807154953479767,
2,208,0.07785782963037491,
2,208,0.07836943864822388,
2,208,0.07803311944007874,
2,208,0.0782126635313034,
2,208,0.07791826128959656,
2,208,0.07797301560640335,
2,208,0.07791109383106232,
2,208,0.07806257158517838,
2,208,0.07802913337945938,
2,208,0.07810477912425995,
2,208,0.07819099724292755,
2,208,0.07799476385116577,
2,208,0.07816608250141144,
2,208,0.07781467586755753,
2,208,0.07783985882997513,
2,208,0.07806331664323807,
2,208,0.07783664762973785,
2,208,0.0782742127776146,
2,208,0.07775519043207169,
2,208,0.0780426636338234,
2,208,0.07798707485198975,
2,208,0.07812115550041199,
2,208,0.07792629301548004,
2,208,0.07824179530143738,
2,208,0.07783970236778259,
2,208,0.07795213907957077,
2,208,0.07833164185285568,
2,208,0.07805527001619339,
2,208,0.07769110798835754,
2,208,0.07808823138475418,
2,208,0.07818616926670074,
2,208,0.07804729044437408,
2,208,0.07810651510953903,
2,208,0.07799506932497025,
2,208,0.0780176892876625,
2,208,0.07779539376497269,
2,208,0.07782821357250214,
2,208,0.07810162007808685,
2,208,0.07665511965751648,
2,208,0.07811997830867767,
2,208,0.07809244841337204,
2,208,0.07811588793992996,
2,208,0.07835962623357773,
2,208,0.07788072526454926,
2,208,0.0781288743019104,
2,208,0.07755479961633682,
