epoch,step,train/loss,val/rmse,val_loss
0,49,0.0068643782287836075,,
0,99,0.005503941792994738,,
0,149,0.006016166415065527,,
0,199,0.006186078768223524,,
0,249,0.006687076762318611,,
0,299,0.007038583047688007,,
0,349,0.005206326954066753,,
0,399,0.0061293672770261765,,
0,449,0.005868834443390369,,
0,499,0.005312083289027214,,
0,549,0.005822436884045601,,
0,599,0.005009290296584368,,
0,649,0.004906313493847847,,
0,699,0.005614141933619976,,
0,749,0.004967285320162773,,
0,799,0.004767907317727804,,
0,849,0.005201173480600119,,
0,899,0.0053630368784070015,,
0,949,0.004473347682505846,,
0,999,0.005662846378982067,,
0,1049,0.005216576159000397,,
0,1099,0.004457508679479361,,
0,1149,0.005176011472940445,,
0,1199,0.005349201615899801,,
0,1249,0.0051552290096879005,,
0,1299,0.004731965716928244,,
0,1349,0.00500601576641202,,
0,1399,0.0051125637255609035,,
0,1449,0.005117975641041994,,
0,1499,0.004631500691175461,,
0,1549,0.004404402803629637,,
0,1599,0.00472114235162735,,
0,1649,0.005811923649162054,,
0,1699,0.004623419139534235,,
0,1749,0.004630044102668762,,
0,1799,0.004443395882844925,,
0,1849,0.004359923768788576,,
0,1899,0.004346216097474098,,
0,1947,,0.06847856938838959,0.06847856938838959
1,1949,0.005029167979955673,,
1,1999,0.004924843553453684,,
1,2049,0.004259241279214621,,
1,2099,0.004633819684386253,,
1,2149,0.004058614373207092,,
1,2199,0.004239352885633707,,
1,2249,0.004403894767165184,,
1,2299,0.004616310819983482,,
1,2349,0.004733646754175425,,
1,2399,0.00491626001894474,,
1,2449,0.005241569131612778,,
1,2499,0.004741943906992674,,
1,2549,0.004483307711780071,,
1,2599,0.004553427454084158,,
1,2649,0.004559163004159927,,
1,2699,0.004375782795250416,,
1,2749,0.004863687325268984,,
1,2799,0.004804846830666065,,
1,2849,0.00489107146859169,,
1,2899,0.004484422504901886,,
1,2949,0.004311168100684881,,
1,2999,0.004792779218405485,,
1,3049,0.0046571348793804646,,
1,3099,0.003969170618802309,,
1,3149,0.0045103454031050205,,
1,3199,0.004667626228183508,,
1,3249,0.004175911191850901,,
1,3299,0.004380925092846155,,
1,3349,0.004225409124046564,,
1,3399,0.004115164279937744,,
1,3449,0.004735370632261038,,
1,3499,0.004637283273041248,,
1,3549,0.004521746188402176,,
1,3599,0.004449503030627966,,
1,3649,0.004687033593654633,,
1,3699,0.004982327576726675,,
1,3749,0.005085471086204052,,
