epoch,step,test/rmse,train/loss
0,49,,0.006328459829092026
0,99,,0.005318987183272839
1,149,,0.006445515900850296
1,199,,0.0055906157940626144
2,208,0.07892067730426788,
2,208,0.07885164767503738,
2,208,0.07886753231287003,
2,208,0.07864010334014893,
2,208,0.078806571662426,
2,208,0.07886549085378647,
2,208,0.0787399485707283,
2,208,0.07891464233398438,
2,208,0.07898849993944168,
2,208,0.07864198088645935,
2,208,0.07892167568206787,
2,208,0.07894983142614365,
2,208,0.07880821079015732,
2,208,0.07928552478551865,
2,208,0.07871343940496445,
2,208,0.07902124524116516,
2,208,0.07886569201946259,
2,208,0.0790453776717186,
2,208,0.07894027233123779,
2,208,0.07901131361722946,
2,208,0.07890956103801727,
2,208,0.07880167663097382,
2,208,0.0787934884428978,
2,208,0.07876599580049515,
2,208,0.0785706639289856,
2,208,0.07882179319858551,
2,208,0.07913262397050858,
2,208,0.07880277931690216,
2,208,0.07897476851940155,
2,208,0.07879722118377686,
2,208,0.07883342355489731,
2,208,0.07908285409212112,
2,208,0.0787540078163147,
2,208,0.07873395830392838,
2,208,0.07887207716703415,
2,208,0.07882673293352127,
2,208,0.07861761748790741,
2,208,0.07880846410989761,
2,208,0.07896778732538223,
2,208,0.07872737944126129,
2,208,0.0790422335267067,
2,208,0.07917383313179016,
2,208,0.07883528620004654,
2,208,0.07910966873168945,
2,208,0.07848280668258667,
2,208,0.0791526734828949,
2,208,0.07885369658470154,
2,208,0.07885202765464783,
2,208,0.0788746252655983,
2,208,0.07874719798564911,
2,208,0.07877158373594284,
2,208,0.07895505428314209,
2,208,0.07928440719842911,
2,208,0.07893598079681396,
2,208,0.07910177856683731,
2,208,0.07880018651485443,
2,208,0.07857627421617508,
2,208,0.07876469194889069,
2,208,0.07867367565631866,
2,208,0.07898081839084625,
2,208,0.07902171462774277,
2,208,0.07893379032611847,
2,208,0.07874654233455658,
2,208,0.0788416936993599,
2,208,0.07877896726131439,
2,208,0.07903844118118286,
2,208,0.07888702303171158,
2,208,0.07915253192186356,
2,208,0.07890509814023972,
2,208,0.07906055450439453,
2,208,0.07882846146821976,
2,208,0.0787547156214714,
2,208,0.07896773517131805,
2,208,0.07890266925096512,
2,208,0.07871417701244354,
2,208,0.07888370007276535,
2,208,0.07882896810770035,
2,208,0.07886089384555817,
2,208,0.07877596467733383,
2,208,0.07912463694810867,
2,208,0.07898646593093872,
2,208,0.0788387805223465,
2,208,0.0788310244679451,
2,208,0.07896405458450317,
2,208,0.07882427424192429,
2,208,0.0787476897239685,
2,208,0.0788898691534996,
2,208,0.07703264057636261,
2,208,0.07900037616491318,
2,208,0.07901989668607712,
2,208,0.07877873629331589,
2,208,0.07888005673885345,
2,208,0.07890255004167557,
2,208,0.07900295406579971,
2,208,0.07862538844347,
2,208,0.07884103059768677,
2,208,0.07898225635290146,
2,208,0.07892510294914246,
2,208,0.07911085337400436,
2,208,0.07893349975347519,
