epoch,step,test/rmse,train/loss,val/rmse,val_loss
0,49,,0.006209264975041151,,
0,99,,0.00671502947807312,,
0,149,,0.006243003066629171,,
0,199,,0.0054452731274068356,,
0,249,,0.005959028843790293,,
0,299,,0.0052011883817613125,,
0,349,,0.004974688868969679,,
0,399,,0.005201751831918955,,
0,449,,0.005045159719884396,,
0,499,,0.005381805822253227,,
0,549,,0.005286406725645065,,
0,599,,0.0054464214481413364,,
0,649,,0.00490087503567338,,
0,699,,0.005040171556174755,,
0,749,,0.004808636847883463,,
0,760,,,0.06899046897888184,0.06899046897888184
1,799,,0.004608521703630686,,
1,849,,0.004955687094479799,,
1,899,,0.004836345091462135,,
1,949,,0.004540784750133753,,
1,999,,0.00457729073241353,,
1,1049,,0.004081319086253643,,
1,1099,,0.004501863848417997,,
1,1149,,0.004455899354070425,,
1,1199,,0.0042695640586316586,,
1,1249,,0.004106852691620588,,
1,1299,,0.004508065991103649,,
1,1349,,0.004070643801242113,,
1,1399,,0.004174074623733759,,
1,1449,,0.004545339848846197,,
1,1499,,0.004212191794067621,,
1,1521,,,0.06602194160223007,0.06602194160223007
2,1549,,0.0040068477392196655,,
2,1599,,0.0044906847178936005,,
2,1649,,0.004141857381910086,,
2,1699,,0.004392895847558975,,
2,1749,,0.004545573145151138,,
2,1799,,0.003949506673961878,,
2,1849,,0.0040641408413648605,,
2,1899,,0.003986663650721312,,
2,1949,,0.003739285049960017,,
2,1999,,0.003903025994077325,,
2,2049,,0.0035928862635046244,,
2,2099,,0.0037391837686300278,,
2,2149,,0.004014883190393448,,
2,2199,,0.003931574989110231,,
2,2249,,0.003821388352662325,,
2,2282,,,0.06175096705555916,0.06175096705555916
3,2299,,0.0034225936979055405,,
3,2349,,0.0038501133676618338,,
3,2399,,0.0042271800339221954,,
3,2449,,0.0037147586699575186,,
3,2499,,0.0038947800640016794,,
3,2549,,0.0035769077949225903,,
3,2599,,0.0039824084378778934,,
3,2649,,0.003450187388807535,,
3,2699,,0.0035981882829219103,,
3,2749,,0.0038347847294062376,,
3,2799,,0.0036542965099215508,,
3,2849,,0.003581434953957796,,
3,2899,,0.0034943423233926296,,
3,2949,,0.003806252498179674,,
3,2999,,0.003481615800410509,,
3,3043,,,0.059756889939308167,0.059756889939308167
4,3049,,0.0031712097115814686,,
4,3099,,0.003436483908444643,,
4,3149,,0.003836855525150895,,
4,3199,,0.003664718708023429,,
4,3249,,0.0035999140236526728,,
4,3299,,0.0034631763119250536,,
4,3349,,0.003460592357441783,,
4,3399,,0.0034473531413823366,,
4,3449,,0.0034291688352823257,,
4,3499,,0.003149469615891576,,
4,3549,,0.003287987317889929,,
4,3599,,0.004034385550767183,,
4,3649,,0.003406680654734373,,
4,3699,,0.003179919207468629,,
4,3749,,0.003236575284972787,,
4,3799,,0.0035447522532194853,,
4,3804,,,0.05843067541718483,0.05843067541718483
5,3805,0.09825838357210159,,,
