,rmse,sid
0,0.06423852110533766,0.06944381279007669
1,0.059129812721797397,0.06301707919598772
2,0.07422436292220337,0.08159723528387555
3,0.07694096375183672,0.08496676255140356
4,0.10077959433266243,0.10182509638246182
5,0.11469045811914104,0.10907448681471071
6,0.10005351088046159,0.10738456047334886
7,0.10274720307481869,0.10471714505359235
8,0.08338706913446842,0.08874065127499677
9,0.09263688722941003,0.09560503116504461
10,0.08246381842422934,0.08725395448510284
11,0.12952140676617177,0.12762736919709972
12,0.11430183127519539,0.11948898360508296
13,0.09529514566164168,0.0730046866690652
14,0.0693231787207353,0.06536371430745569
15,0.11765325579552023,0.10652545651047461
16,0.052894453297016204,0.052322597245396237
17,0.07741493505351058,0.0687167169292087
18,0.12208395789241314,0.13090874163726204
19,0.09498143330164052,0.1010673142872736
20,0.11123486632355258,0.10092676911332261
21,0.09173309442256501,0.09252819417473129
22,0.08574002063538254,0.0925412318452313
23,0.06374030108420008,0.06358633020114553
24,0.047909606841636976,0.04892470169832349
25,0.13871316824010926,0.13194638486177038
26,0.13529456163775047,0.14369697604500778
27,0.2086482025844975,0.21162240905248972
28,0.1173130846105303,0.11507675995223192
29,0.09771844743116449,0.09461400083111374
30,0.07547825647136987,0.0690596089123052
31,0.09465350704248487,0.09513448225765923
32,0.07811456222445803,0.07795330774414579
33,0.12464826064395804,0.13355992091383126
34,0.07203379641659913,0.07805082156431661
35,0.06611497629253021,0.07057882980945117
36,0.09869196631709891,0.08571665602986091
37,0.06568937017107723,0.0665966863136691
38,0.06651058822426326,0.07237332979903209
39,0.07894196840627965,0.08095547973927823
40,0.09702952725880637,0.09182026762051883
41,0.08175371509695209,0.08285146421394439
42,0.08347601050967866,0.0861249938079641
43,0.05823152683916974,0.06088726754564695
44,0.06785373232512545,0.07638942407364967
45,0.0703109963562028,0.08740283421609735
46,0.07556749185546803,0.08290690707904184
47,0.12100401661801245,0.10522217166344311
48,0.07608086504872442,0.07523974366464355
49,0.09650857924029677,0.11428668885012133
50,0.10855419181491674,0.09960462390577136
51,0.08410048322391599,0.0765112382109689
52,0.09177918413595786,0.08050824839472913
53,0.07922326074948977,0.08129326580219623
54,0.04512206744107831,0.05745629709929633
55,0.0790441569694877,0.08924419243723382
56,0.11609602636442438,0.11094914565024946
57,0.12095158480404777,0.11266272597466784
58,0.10482000544171766,0.11862163491146836
59,0.06643512423440896,0.07345844351775106
60,0.04423900402515942,0.043193708269013975
61,0.044496580327053746,0.04492745578895671
62,0.0647021950481885,0.056651049317597284
63,0.08506857806978772,0.08407143808347976
64,0.1187734178803363,0.11040927565675956
65,0.1161438742935781,0.10887511142436726
66,0.09088348227820543,0.09248827567185654
67,0.09491806984580502,0.10262350485632463
68,0.08494435896193979,0.09449306131753979
69,0.08821020725502271,0.07412290319061263
70,0.09698990090577805,0.09668809053259125
71,0.09864216624112807,0.10524018626714035
72,0.11970661063353742,0.12131928748438155
73,0.11920877748883622,0.11940691102140608
74,0.11154767766300154,0.11232202764031268
75,0.12213379120147705,0.12394304620289927
76,0.12403029391521145,0.12905094219056662
77,0.1333979017793243,0.13495555815971896
78,0.1116177690422195,0.11197509407559832
79,0.1361171314579066,0.1374737093523546
80,0.13448821324866303,0.13591004883472746
81,0.0987558360123076,0.09509463689308985
82,0.10029753408764566,0.09432908959746664
83,0.12070957994919518,0.1168837479003345
84,0.10623506014362585,0.1051472339533433
85,0.10479231543467757,0.1063888323726754
86,0.0984149278478597,0.09739975990747322
87,0.08205820231050724,0.08492347548550543
88,0.08007489562294537,0.08221669694120035
89,0.12029817904852197,0.11978883910189587
90,0.1170189926202818,0.12034857513655486
91,0.11339361865456485,0.11505879165940987
92,0.11556928890347357,0.1087696788054825
93,0.11826096404192972,0.1140930257792869
94,0.13604701024368818,0.1370673539380359
95,0.13588948608894694,0.13712286537479354
96,0.11760148903514858,0.11934398377859212
97,0.12601041782708472,0.12533509540771745
98,0.12048317206058808,0.12524040882700174
99,0.12434889219432806,0.12618691208208194
100,0.09493223533914379,0.09158071475392641
101,0.10910147210269076,0.106033448362625
102,0.1403172491090353,0.14170378801667005
103,0.1140976912866691,0.11478118231586829
104,0.1064961984981456,0.10264690398801077
105,0.08778579547858975,0.08876929847876358
106,0.10400974453869986,0.10517370420891789
107,0.13523440884700044,0.13683608375185868
108,0.13317110772620527,0.1350768792644066
109,0.12949223337406804,0.13569171604520194
110,0.0967301030626195,0.09204220933751912
111,0.08269258935221488,0.08444716053354516
112,0.15529011179084454,0.14920339562313428
113,0.07870790741431656,0.07905889262110347
114,0.10664330427235058,0.11848479126446262
115,0.09023801623922147,0.09236348321680163
116,0.10097684193352788,0.11157379505951599
117,0.09976886500479322,0.09646842445246544
118,0.08091741284900006,0.08145946269446684
119,0.10390198866886124,0.11078531713592148
120,0.160260951934814,0.15421459244856753
121,0.10405284859462717,0.09960958300447167
122,0.10651521164681074,0.10176618432827675
123,0.1475826868183262,0.14731718612797215
124,0.06947939115829027,0.07200574554589763
125,0.11326389421588097,0.11564087327835618
126,0.07539750572442643,0.0773164386447897
127,0.09303391305567316,0.08676296656028429
128,0.08275907881837666,0.08387417960467933
129,0.07308764594651929,0.073941128792788
130,0.09134481126206237,0.09208441003297262
131,0.08952556564113497,0.0883539624752406
132,0.06052323774590462,0.0552610466174898
133,0.11831916339801583,0.12241374283676376
134,0.06549771330515225,0.053102937278815515
135,0.13513538306686884,0.1367991309804705
136,0.0847141291727798,0.09503499580562909
137,0.07087699884771147,0.07852268374064435
138,0.09177545959711622,0.08683816425585725
139,0.14538891566168913,0.14658111618420733
140,0.06795455682218322,0.06864343388419339
141,0.15835020772701092,0.1436881064531658
142,0.08123291693691567,0.0890333804485307
143,0.07319904815887894,0.07711272028561902
144,0.07541539786510035,0.08113389312695812
145,0.11464020775806968,0.13856875788201337
146,0.11626583451595571,0.11879203228703372
147,0.12947504395057258,0.12359737726979178
148,0.10481703083034566,0.11414357844175949
149,0.18489017464222213,0.1746613753861629
150,0.13063415857086272,0.13804114895563716
151,0.11165849823921936,0.11542802338229241
152,0.07983704819551418,0.07907332011046403
153,0.13814282442981543,0.13388184372798387
154,0.06395802825063816,0.0631721582404354
155,0.10536184829238077,0.10639884107924436
156,0.08359553550210222,0.07887782134390477
157,0.08850427425422079,0.0960875131918469
158,0.985224898539575,0.9837178567171128
159,0.10545634578495867,0.10372090264793517
160,0.06528857646229536,0.07023487131128217
161,0.1893117313561652,0.18505592818602704
162,0.10889081099497168,0.10701600551568766
163,0.10694619241838031,0.0927321092710734
164,0.14230860794275546,0.12676487468823236
165,0.06786575737222822,0.07308986745720294
166,0.1406770026812262,0.13184702702130732
167,0.06824880825511068,0.06957299220291653
168,0.08393486832254778,0.08636264663732196
169,0.08740636197149547,0.0924574187414545
170,0.11804224905740408,0.11037009814409447
171,0.0964688302407345,0.10477973192894094
172,0.1304356586375803,0.13086675238164705
173,0.1067276737699396,0.0980273330121247
174,0.04524404114050723,0.04676160455285614
175,0.10940821790156646,0.11072524174271016
176,0.09604099150903037,0.0999513539890161
177,0.08413324611274596,0.08689449177328348
178,0.11405383044286768,0.11221638515078908
179,0.06745238956190613,0.06383962810061428
180,0.0942483919237492,0.09489648230999695
181,0.07204432894633393,0.07313859428668773
182,0.06208237065826056,0.06353011745935103
183,0.08908003541449336,0.08804388381781633
184,0.0663114446941117,0.06793361389164143
185,0.08713487696493363,0.08689856700990915
186,0.06105091027653607,0.09058269700149901
187,0.05956977058610094,0.07697415728882016
188,0.06602329862009165,0.058591229368347694
189,0.07702048620711639,0.07187800682106324
190,0.0640687538549916,0.056706288975379264
191,0.07898807088499951,0.06819946627932848
192,0.06842008782791896,0.07233125151706027
193,0.09989341877025407,0.10032912357493881
194,0.09004771001645291,0.08729609200354477
195,0.06466184820226434,0.06533856713862045
196,0.06287597041671121,0.062426845160241655
197,0.07810779889957004,0.07861461683456826
198,0.05992703471703009,0.061769594462456605
199,0.0910761964982229,0.08046845781619466
200,0.1115764227098384,0.10696178252320461
201,0.07691751676584571,0.07795219503164595
202,0.08896450685152328,0.09284297174475141
203,0.10070763341266967,0.10070483775009421
204,0.054590123436615616,0.05235977195778719
205,0.12146404879945266,0.11400296081880422
206,0.12318796207941171,0.13203203593251958
207,0.1263416835910055,0.12115388028389676
208,0.11219843325051992,0.1168177984686227
