epoch,step,train/loss,val/rmse,val_loss
0,49,0.007357730995863676,,
0,99,0.007160727865993977,,
0,149,0.006421562749892473,,
0,199,0.00587523402646184,,
0,249,0.006545155309140682,,
0,299,0.005047948565334082,,
0,349,0.006684438791126013,,
0,399,0.006082035135477781,,
0,449,0.006251459941267967,,
0,499,0.005464784801006317,,
0,549,0.005961411166936159,,
0,599,0.0052412161603569984,,
0,649,0.00458016712218523,,
0,699,0.005240340251475573,,
0,749,0.005249307490885258,,
0,799,0.005382402800023556,,
0,849,0.004576695617288351,,
0,899,0.00550949526950717,,
0,949,0.005127398297190666,,
0,999,0.00477609084919095,,
0,1049,0.004899398889392614,,
0,1099,0.004637022502720356,,
0,1149,0.004785825032740831,,
0,1199,0.005205060355365276,,
0,1249,0.004270502831786871,,
0,1299,0.004761779680848122,,
0,1349,0.005225286353379488,,
0,1399,0.004719328135251999,,
0,1449,0.005460996646434069,,
0,1499,0.004873865284025669,,
0,1549,0.004572094883769751,,
0,1599,0.004991403315216303,,
0,1649,0.004867504350841045,,
0,1699,0.004457559902220964,,
0,1749,0.004668546374887228,,
0,1799,0.004396661650389433,,
0,1849,0.0042750961147248745,,
0,1899,0.004888841416686773,,
0,1947,,0.06867063045501709,0.06867063045501709
1,1949,0.005030688364058733,,
1,1999,0.004611457698047161,,
1,2049,0.005501641891896725,,
1,2099,0.005038938485085964,,
1,2149,0.004249332472681999,,
1,2199,0.0044121635146439075,,
1,2249,0.004887312185019255,,
1,2299,0.005230179987847805,,
1,2349,0.004808974452316761,,
1,2399,0.005623185075819492,,
1,2449,0.004496029112488031,,
1,2499,0.004872691817581654,,
1,2549,0.004420913755893707,,
1,2599,0.004357085097581148,,
1,2649,0.004260693676769733,,
1,2699,0.004266227129846811,,
1,2749,0.004200905095785856,,
1,2799,0.0043029445223510265,,
1,2849,0.004206790588796139,,
1,2899,0.004636808764189482,,
1,2949,0.005273256450891495,,
1,2999,0.004961433820426464,,
1,3049,0.004416817799210548,,
1,3099,0.00489262817427516,,
1,3149,0.004616081714630127,,
1,3199,0.00431235833093524,,
1,3249,0.00469244597479701,,
1,3299,0.0042022764682769775,,
1,3349,0.004837134853005409,,
1,3399,0.004717644304037094,,
1,3449,0.004658500663936138,,
1,3499,0.004241542890667915,,
1,3549,0.004319094121456146,,
1,3599,0.0044637019746005535,,
1,3649,0.005158291198313236,,
1,3699,0.004006377886980772,,
1,3749,0.004628712777048349,,
1,3799,0.004509543068706989,,
1,3849,0.004613504745066166,,
1,3895,,0.06573745608329773,0.06573745608329773
2,3899,0.004301637876778841,,
2,3949,0.00443011661991477,,
2,3999,0.0043180291540920734,,
2,4049,0.003890838474035263,,
2,4099,0.004555388353765011,,
2,4149,0.0049653081223368645,,
2,4199,0.004340484272688627,,
2,4249,0.00442875362932682,,
2,4299,0.00392351346090436,,
2,4349,0.0036965415347367525,,
2,4399,0.004662595223635435,,
2,4449,0.004123162943869829,,
2,4499,0.0037216523196548223,,
2,4549,0.0037400154396891594,,
2,4599,0.004806281067430973,,
2,4649,0.00461850268766284,,
2,4699,0.004009806551039219,,
2,4749,0.003866923740133643,,
2,4799,0.004471759311854839,,
