epoch,step,test/rmse,train/loss
0,49,,0.003706347430124879
0,99,,0.005039165262132883
1,149,,0.004671736620366573
1,199,,0.004744510632008314
2,208,0.07714038342237473,
2,208,0.07701840251684189,
2,208,0.076954685151577,
2,208,0.0769336074590683,
2,208,0.07715103030204773,
2,208,0.07688337564468384,
2,208,0.07735507935285568,
2,208,0.07687370479106903,
2,208,0.07695958018302917,
2,208,0.0771225243806839,
2,208,0.0767316147685051,
2,208,0.07706598192453384,
2,208,0.0770481750369072,
2,208,0.07731972634792328,
2,208,0.07719691842794418,
2,208,0.07683651894330978,
2,208,0.07713976502418518,
2,208,0.07716865092515945,
2,208,0.07735840976238251,
2,208,0.07679830491542816,
2,208,0.07721535861492157,
2,208,0.07720616459846497,
2,208,0.07718551158905029,
2,208,0.07666074484586716,
2,208,0.07699046283960342,
2,208,0.07730285078287125,
2,208,0.07713776081800461,
2,208,0.07716217637062073,
2,208,0.07725638896226883,
2,208,0.07700611650943756,
2,208,0.07717221230268478,
2,208,0.07706501334905624,
2,208,0.07727266848087311,
2,208,0.07553217560052872,
2,208,0.07691434025764465,
2,208,0.07694732397794724,
2,208,0.07704877853393555,
2,208,0.07710777223110199,
2,208,0.07722927629947662,
2,208,0.07725891470909119,
2,208,0.07729686796665192,
2,208,0.07535508275032043,
2,208,0.07733678817749023,
2,208,0.07716836035251617,
2,208,0.07676243782043457,
2,208,0.07701798528432846,
2,208,0.07694487273693085,
2,208,0.07665999978780746,
2,208,0.07714805006980896,
2,208,0.07713385671377182,
2,208,0.07686734944581985,
2,208,0.07718027383089066,
2,208,0.07710067182779312,
2,208,0.07673183083534241,
2,208,0.07706038653850555,
2,208,0.07686861604452133,
2,208,0.07704566419124603,
2,208,0.07694551348686218,
2,208,0.07713276147842407,
2,208,0.07713731378316879,
2,208,0.07696755230426788,
2,208,0.07694483548402786,
2,208,0.07733450829982758,
2,208,0.07715708762407303,
2,208,0.07734617590904236,
2,208,0.07716590166091919,
2,208,0.07707908749580383,
2,208,0.0767759159207344,
2,208,0.07701916247606277,
2,208,0.07686009258031845,
2,208,0.07736159861087799,
2,208,0.07700340449810028,
2,208,0.0768924430012703,
2,208,0.07736282795667648,
2,208,0.07668706029653549,
2,208,0.07685152441263199,
2,208,0.07706641405820847,
2,208,0.07687211036682129,
2,208,0.07711207121610641,
2,208,0.07747437059879303,
2,208,0.07733257859945297,
2,208,0.07738300412893295,
2,208,0.07716590166091919,
2,208,0.0769522413611412,
2,208,0.07744240760803223,
2,208,0.07681461423635483,
2,208,0.07685837894678116,
2,208,0.07718359678983688,
2,208,0.07731682807207108,
2,208,0.07709120959043503,
2,208,0.0771130844950676,
2,208,0.07713305950164795,
2,208,0.07738792896270752,
2,208,0.07708026468753815,
2,208,0.0769091323018074,
2,208,0.07684385031461716,
2,208,0.0769108384847641,
2,208,0.07741957157850266,
2,208,0.07695718109607697,
2,208,0.07701484858989716,
